"Laboratory","Facility","Country","City","Sample Population","Sample Sub-Population","Reference Sample Type","Sample Set","Reference Method","Repeats","Blinding","Test Type","Test Format","Use Case","Test Name","Manufacturer","Catalog Number","Lot Number","Index Sample Type","Target","Antigen Used for Detection","RNA Extraction Kit","Estimated LoD","LoD Unit","Higher Cut-off","Lower Cut-off","Ct Value","Days of Sickness","Total Positive","Total Negative","True Positive","True Negative","Sensitivity","Specificity","Link to Publication","DOI","Comments"
"Servicio de Laboratorio Clínico, Hospital Clínico de la Universidad de Chile ""Dr. José Joaquín Aguirre""","Hospital","Chile","Santiago","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","No replicates","Not blinded to reference results","Molecular","Manual PCR","Not available","2019-nCoV TaqMan RT-PCR Kit (Catalog# TM67100)","Thermo Fisher Scientific","Not available","Not available","Nasopharyngeal swabs","Specimen without RNA extraction","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","2","0","2","0","100","Not available","https://www.biorxiv.org/content/10.1101/2020.03.28.013508v1.full.pdf","10.1101/2020.03.28.013508","Not available"
"Mammoth Biosciences, Inc., San Francisco, California, USA And Department of Laboratory Medicine, University of California, San Francisco, California, USA","Public Health","United States of America (USA)","Not available","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs; Oropharyngeal swabs","Prospectively collected set","RT-PCR","No replicates","Not blinded to reference results","Molecular","Integrated system","Not available","SARS-CoV-2 DETECTR","Mammoth Biosciences","Not available","Not available","Nasopharyngeal swabs; Oropharyngeal swabs","Fresh RNA extracted","Not available","Qiagen DSP Viral RNA Mini Kit","10","copy / microL","Not available","Not available","Not available","Overall","10","11","9","11","90","100","https://www.medrxiv.org/content/10.1101/2020.03.06.20032334v2.full.pdf","10.1101/2020.03.06.20032334","Note, manufacturer is among authors."
"Department of Laboratory Medicine, University of Washington School of Medicine","Public Health","United States of America (USA)","Idaho","Confirmed COVID-19 patients","Not available","Serum","Retrospective set","RT-PCR","No replicates","Not available","Antibody","Chemiluminescence immunoassay (CLIA)","Detection of current infection","SARS-CoV-2 IgG","Abbott Diagnostics Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","Not available","Not available","Not available","Not available","53.1","Not available","https://www.medrxiv.org/content/10.1101/2020.04.27.20082362v1.full.pdf","10.1101/2020.04.27.20082362","Abbott-determined positivity cut-off of 1.40"
"Department of Laboratory Medicine, University of Washington School of Medicine","Public Health","United States of America (USA)","Idaho","Confirmed COVID-19 patients","Not available","Serum","Retrospective set","RT-PCR","No replicates","Not available","Antibody","Chemiluminescence immunoassay (CLIA)","Detection of current infection","SARS-CoV-2 IgG","Abbott Diagnostics Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","Not available","Not available","Not available","Not available","96.9","Not available","https://www.medrxiv.org/content/10.1101/2020.04.27.20082362v1.full.pdf","10.1101/2020.04.27.20082362","Abbott-determined positivity cut-off of 1.40"
"Department of Laboratory Medicine, University of Washington School of Medicine","Public Health","United States of America (USA)","Idaho","Confirmed COVID-19 patients","Not available","Serum","Retrospective set","RT-PCR","No replicates","Not available","Antibody","Chemiluminescence immunoassay (CLIA)","Detection of current infection","SARS-CoV-2 IgG","Abbott Diagnostics Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","Not available","Not available","Not available","Not available","100","Not available","https://www.medrxiv.org/content/10.1101/2020.04.27.20082362v1.full.pdf","10.1101/2020.04.27.20082362","Abbott-determined positivity cut-off of 1.40"
"Department of Laboratory Medicine, University of Washington School of Medicine","Public Health","United States of America (USA)","Idaho","Confirmed COVID-19 patients","Not available","Serum","Retrospective set","RT-PCR","No replicates","Not available","Antibody","Chemiluminescence immunoassay (CLIA)","Detection of current infection","SARS-CoV-2 IgG","Abbott Diagnostics Inc.","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","125","1020","Not available","1019","Not available","99.9","https://www.medrxiv.org/content/10.1101/2020.04.27.20082362v1.full.pdf","10.1101/2020.04.27.20082362","Abbott-determined positivity cut-off of 1.40"
"Hospital Universitario Príncipe de Asturias","Hospital","Spain","Not available","Confirmed COVID-19 patients","Not available","Plasma; Serum; Whole blood","Retrospective set","RT-PCR","No replicates","Not blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection","AllTest COV-19 IgG / IgM kit","AllTest Biotech","Not available","Not available","Serum","IgG; IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","8","Not available","1","Not available","12.5","Not available","https://www.medrxiv.org/content/10.1101/2020.04.11.20062158v2.full.pdf","10.1101/2020.04.11.20062158","Not available"
"Hospital Universitario Príncipe de Asturias","Hospital","Spain","Not available","Confirmed COVID-19 patients","Not available","Plasma; Serum; Whole blood","Retrospective set","RT-PCR","No replicates","Not blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection","AllTest COV-19 IgG / IgM kit","AllTest Biotech","Not available","Not available","Serum","IgG; IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","24","Not available","8","Not available","33.3","Not available","https://www.medrxiv.org/content/10.1101/2020.04.11.20062158v2.full.pdf","10.1101/2020.04.11.20062158","Not available"
"Hospital Universitario Príncipe de Asturias","Hospital","Spain","Not available","Confirmed COVID-19 patients","Not available","Plasma; Serum; Whole blood","Retrospective set","RT-PCR","No replicates","Not blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection","AllTest COV-19 IgG / IgM kit","AllTest Biotech","Not available","Not available","Serum","IgG; IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","23","Not available","17","Not available","73.9","Not available","https://www.medrxiv.org/content/10.1101/2020.04.11.20062158v2.full.pdf","10.1101/2020.04.11.20062158","Not available"
"Hospital Universitario Príncipe de Asturias","Hospital","Spain","Not available","Confirmed COVID-19 patients","Not available","Plasma; Serum; Whole blood","Retrospective set","RT-PCR","No replicates","Not blinded to reference results","Antibody","Rapid diagnostic test (RDT)","Detection of current infection","AllTest COV-19 IgG / IgM kit","AllTest Biotech","Not available","Not available","Serum","IgG; IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","55","108","26","52","47.3","48.1","https://www.medrxiv.org/content/10.1101/2020.04.11.20062158v2.full.pdf","10.1101/2020.04.11.20062158","Not available"
"Guangdong Provincial Key Laboratory of Regional Immunity and Disease","Public Health","China","Shenzhen","Confirmed COVID-19 patients","Not available","Respiratory specimen","Prospectively collected set","Clinical examination; Epidemiologic criteria; RT-PCR","No replicates","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Not available","2019 Novel Coronavirus (2019-nCoV) IgG Antibody Detection Kit (ELISA Method)","Guangzhou Darui Biotechnology Co.,Ltd; Darui Biotech","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","65","64","15","64","23.1","100","https://www.medrxiv.org/content/10.1101/2020.03.27.20045153v1.full.pdf","10.1101/2020.03.27.20045153","Not available"
"Department of Laboratory Medicine, Shengjing Hospital of China Medical University","Hospital","China","Shenyang","Symptomatic patients","Moderate; Severe","Nasopharyngeal swabs","Prospectively collected set","RT-PCR","No replicates","Not available","Antibody","Chemiluminescence immunoassay (CLIA)","Detection of current infection","Chemiluminescence detection kit","Shenzhen Yhlo Biotech Co. Ltd","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","3","733","3","722","100","98.5","https://www.medrxiv.org/content/10.1101/2020.03.04.20030916v2.full.pdf","10.1101/2020.03.04.20030916","Not available"
"Department of Infectious Diseases, Southwest Hospital, Third Military Medical University","Hospital","China","Chongqing","Confirmed COVID-19 patients","Mild; Moderate; Severe","Not available","Prospectively collected set","WHO Interim Guidance","No replicates","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","IgG/IgM ELISA kit","Zhuhai Livzon Diagnostics Inc","Not available","Not available","Serum","IgG; IgM","Not available","Qiamp® viral RNA mini kit","Not available","Not available","Not available","Not available","38","Early (~1-7)","58","Not available","8","Not available","13.8","Not available","https://www.medrxiv.org/content/10.1101/2020.03.24.20042382v1.full.pdf","10.1101/2020.03.24.20042382","For late period, samples collected at 21 days after symptoms onset were considered."
"Department of Infectious Diseases, Southwest Hospital, Third Military Medical University","Hospital","China","Chongqing","Confirmed COVID-19 patients","Mild; Moderate; Severe","Not available","Prospectively collected set","WHO Interim Guidance","No replicates","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","IgG/IgM ELISA kit","Zhuhai Livzon Diagnostics Inc","Not available","Not available","Serum","IgG; IgM","Not available","Qiamp® viral RNA mini kit","Not available","Not available","Not available","Not available","38","Intermediate (~8-14)","61","Not available","42","Not available","68.9","Not available","https://www.medrxiv.org/content/10.1101/2020.03.24.20042382v1.full.pdf","10.1101/2020.03.24.20042382","For late period, samples collected at 21 days after symptoms onset were considered."
"Department of Infectious Diseases, Southwest Hospital, Third Military Medical University","Hospital","China","Chongqing","Confirmed COVID-19 patients","Mild; Moderate; Severe","Not available","Prospectively collected set","WHO Interim Guidance","No replicates","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","IgG/IgM ELISA kit","Zhuhai Livzon Diagnostics Inc","Not available","Not available","Serum","IgG; IgM","Not available","Qiamp® viral RNA mini kit","Not available","Not available","Not available","Not available","38","Late (>14)","54","0","40","0","74.1","Not available","https://www.medrxiv.org/content/10.1101/2020.03.24.20042382v1.full.pdf","10.1101/2020.03.24.20042382","For late period, samples collected at 21 days after symptoms onset were considered."
"Department of Infectious Diseases, Southwest Hospital, Third Military Medical University","Hospital","China","Chongqing","Confirmed COVID-19 patients","Mild; Moderate; Severe","Not available","Prospectively collected set","WHO Interim Guidance","No replicates","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","IgG/IgM ELISA kit","Zhuhai Livzon Diagnostics Inc","Not available","Not available","Serum","IgG; IgM","Not available","Qiamp® viral RNA mini kit","Not available","Not available","Not available","Not available","38","Overall","65","Not available","51","Not available","78.5","Not available","https://www.medrxiv.org/content/10.1101/2020.03.24.20042382v1.full.pdf","10.1101/2020.03.24.20042382","For late period, samples collected at 21 days after symptoms onset were considered."
"National Institute for Communicable Diseases (NICD)","Public Health","South Africa","Not available","Not available","Not available","Nasopharyngeal swabs","Not available","RT-PCR","No replicates","Not available","Molecular","Manual PCR","Not available","COVID-19 Nucleic Acid Detection Kit (Multiplex Real Time PCR)","Sansure Biotech, Inc.","Not available","Not available","Nasopharyngeal swabs","Not available","Not available","MagnaPure 96","0.1","copy / microL","Not available","Not available","Not available","Overall","16","5","15","4","93.8","80","Not available","Not available","Not available"
